audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39878437.mp3, Cheers to the first female to the late anime Jump and Bessava's organization.,She is the first female to lead any major member service organization.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39878440.mp3," The main theme of the Kansas River, for example, is long.","The main stem of the Kansas River, for example, is long."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39878471.mp3, Beyond Rocksburg to the northwest and Montgomery County.,Beyond Roxborough to the northwest is Montgomery County.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588739.mp3, D was a breast cancer survivor of more than three decades.,Dee was a breast cancer survivor of more than three decades.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588740.mp3," You have been running Joe, how could you?","You have been running, Jo; how could you?"
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588787.mp3, Increases in flow will disrupt the kinisability of form concentrated here.,Increases in flow will disrupt the kidney's ability to form concentrated urine.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588813.mp3," Maldova lost all three games in the tournament, but Talingkov scored five.","Moldova lost all three games in the tournament, but Calincov scored five goals."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39625598.mp3, This will soon announce by the party's president.,This was announced by the parties president.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39626031.mp3," That's not so strong to record it for the album, but left off.",Dozens of songs were recorded for the album but left off.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39627497.mp3, An additional newscast is during the evening hours.,An additional newscast airs during the evening hours.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39635625.mp3, The associated mechanism varies between individuals as they were had on the year shape.,"The associated mechanism varies between individuals, as their head and ear shapes differ."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40085163.mp3, The balance between particle capture and flow requirements must be met while ensuring,A balance between particle capture and flow requirements must be met while ensuring integrity.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40085231.mp3, It is open from Mosh to November.,It is open from March to November.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40086846.mp3, I thought a time was right.,I thought the time was ripe.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40086847.mp3, The Benison chair in return to Wallford in search of the father.,Dennis and Sharon return to Walford in search of their father.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40086849.mp3, The replica's replaced genuine aircraft that formerly served as the Guardians.,The replicas replaced genuine aircraft that formerly served as the guardians.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596780.mp3," Throughout its history, it has produced weapons for the Russian state.","Throughout its history, it has produced weapons for the Russian state."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596813.mp3, A pregnant woman was caught up in and had baby hacked apart.,"A pregnant women was cut open, and her baby hacked apart."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596832.mp3, The prefix is normally a Greek codonol but soon I'm using other,"The prefix is normally a Greek cardinal, but synonyms using other prefixes exist."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596924.mp3, The hearing's resulted in eight offices being addicted for assault.,The hearings resulted in eight officers being indicted for assault.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596959.mp3, The tuition is paid by their public school system.,The tuition is paid by their public school system.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586673.mp3, Richard Tyrell was the team captain.,Richard Tyrrell was the team captain.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586675.mp3," Go ahead, Quotos, our Long Beach California United States.","Their headquarters are in Long Beach, California, United States."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586697.mp3, They are at classes the Lazoretto quick on to TBIland.,There it crosses the Lazaretto Creek onto Tybee Island.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586749.mp3, The Emperor of China so ammonialy opens the plowing for the year.,The emperor of China ceremonially opens the ploughing for the year.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632581.mp3, Now further messages will receive from.,"No further messages were received from ""Shark""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632591.mp3, Both of them became key in two stories in green.,Botham then became key in two stories in Green's life.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39643550.mp3," Ericsson was born in America, the son of Swedish.","Erickson was born in America, the son of Swedish immigrants."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39643574.mp3, A light cycle car is had a tubular frame in,"A light cyclecar, it had a tubular frame in the ""birdcage"" style."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39643599.mp3, Jet is derived from decaying wood under extreme pressure.,Jet is derived from decaying wood under extreme pressure.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102003.mp3, The gas produced is often carbon dioxide or acogen,"The gas produced is often carbon dioxide, or occasionally hydrogen."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102024.mp3, Petricheo was born in Portugal.,Patricio was born in Portugal.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102067.mp3, This was the first episode's cut directed for the show.,This was the first episode Scott directed for the show.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40007165.mp3," Following is a list of notable residents of South Salih, though vast and present.","The following is a list of notable residents of Sausalito, past and present."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40007185.mp3, This is the design engineer's way of signing his or her work.,"This is the design engineer's way of ""signing"" his or her work."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40007198.mp3, He is the most winning coach in Toriro's history.,He is the most winning coach in Toledo's history.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588021.mp3, Scaly and quickly leaves.,Skullion quickly leaves.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588338.mp3," Type of cargo, parcels, express documents and mail.","Type of cargo: parcels, express documents and mail."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588389.mp3, The video was directed by Don Shedforce.,The video was directed by Dawn Shadforth.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39603157.mp3, Here's how the seats are since then.,He has held the seat since then.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39603386.mp3, The music of the Lair or Heart was not the mere pastime.,The music of the lyre or harp was not a mere pastime.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39617804.mp3, I know what I mean and you needn't be statorical about it.,"I know what I mean, and you needn't be 'statirical' about it."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39754304.mp3," He was initially a violinist, but he abandoned it for cabaret and","He was initially a violinist, but he abandoned it for Kabarett and theatre work."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39754376.mp3, The original material ranged from misleading to outright made up.,The original material ranged from misleading to outright made up.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39754426.mp3," In the Republic of Ireland, ground rents have been a feature of urban life.",In the Republic of Ireland ground rents have been a feature of urban life.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610001.mp3, She was also used to transport rice from Thailand to Singapore.,She was also used to transport rice from Thailand to Singapore.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610177.mp3, It is revealed that Theo was the masked man.,It is revealed that Theo was the masked man.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610288.mp3, The processions were held for the purpose of driving away demons.,The processions were held for the purpose of driving away demons.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610331.mp3, ULIC and VOTERS left after one and two seasons respectively.,Julich and Vaughters left after one and two seasons respectively.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610559.mp3," After the fire, he implore the Habsburg Monarchy for assistance.","After the fire, he implored the Habsburg monarchy for assistance."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610592.mp3, No other killings were ever linked back to him despite his claims.,No other killings were ever linked back to him despite his claims.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39749623.mp3, The following municipalities are contained in the upper piece of view.,The following municipalities are contained in the Upper Peace Region.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39657949.mp3, It feels good to see how happy your dog is when you come,It feels good to see how happy your dog is when you come home.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39990152.mp3, This high school is a magnificent school of choice.,This high school is a magnet school of choice.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39990154.mp3, This was not considered an endurance style.,This was not considered an undue length of time.
