audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963661.mp3,it is sometimes seen in fanatic descriptions of languages,It is sometimes seen in phonetic descriptions of languages.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963664.mp3,we can combine the above operators to form complex statements,We can combine the above operators to form complex statements.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39607993.mp3,they are both weapons of mass destruction,They are both weapons of mass destruction.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608004.mp3,this work is funded by the john templeton foundation,This work is funded by the John Templeton Foundation.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608005.mp3,he grew very ill and went to the isle of white to recover,He grew very ill and went to the Isle of Wight to recover.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608014.mp3,they could probably tell us the way to the emerald city,They could probably tell us the way to the Emerald City.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652408.mp3,the same year she released her forth mender and,"That same year, she released her fourth Mandarin album, ""No Problem""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652432.mp3,the camera is not capable of a fully manual,The camera is not capable of fully manual exposure.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652441.mp3,the sight was chosen because of its advantageous views over,The site was chosen because of its advantageous views over the sea.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652519.mp3,he was a regular panelist on the murder mystery,"He was a regular panelist on the murder mystery programme ""Whodunnit?""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652551.mp3,belgian breweries also take part in the market,Belgian breweries also take part in the market.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652574.mp3,corbin ran unappos'd in the general elect,Corbin ran unopposed in the general election.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39771332.mp3,it is a wide stable stands with a low centre,"It is a wide, stable stance with a low center of gravity."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777838.mp3,the parish borders with shropshire and whales,The parish borders with Shropshire and Wales.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777853.mp3,it is also used as a cooking sauce,It is also used as a cooking sauce.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777856.mp3,nobody was interested to inquire,Nobody was interested to inquire.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39804747.mp3,gross national happiness is more important,Gross National Happiness is more important.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39804750.mp3,there is also a magnet attached to the top of,There is also a magnet attached to the top of the floatstick.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39804758.mp3,it is the day view book of the writer,It is the debut book of the writer.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39822505.mp3,flogiums are commonly are at b ballads or down,Slow jams are commonly R and B ballads or downtempo songs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39828017.mp3,jordan worshipped the famous architect and hoped for his approval,Jordan worshipped the famous architect and hoped for his approval.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39828031.mp3,iopauds are not ruminants,Tylopods are not ruminants.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39828069.mp3,the grand concourse is the primary thoroughfare through bed,The Grand Concourse is the primary thoroughfare through Bedford Park.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39828118.mp3,in the enemy no chairman is spoken,"In the anime, no German is spoken."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39828138.mp3,the language has not been widely adopted,The language has not been widely adopted.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39831093.mp3,the school is located roughly two miles away from the scene,The school is located roughly two miles away from the scene.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39835960.mp3,on sundays an hourly service operates on this route,"On Sundays, an hourly service operates on this route."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836036.mp3,for details see professional go handicap,For details see professional go handicaps.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836038.mp3,it has been one of the biggest brake throughs in serving,It has been one of the biggest breakthroughs in surfing history.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836055.mp3,tom sinn was outraged,Thomson was outraged.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836069.mp3,no one's hero by an airy cross products exist all,Nonzero binary cross products exist only in three and seven dimensions.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836081.mp3,she is on the morning program the balancing act,"She is on the morning program ""The Balancing Act""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836580.mp3,sir richard was an excellent cricketer and rugby,Sir Richard was an excellent cricketer and rugby player.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39593993.mp3,this treasury was kept at the temple at bassavo,This treasury was kept at the temple at Basava Kalyan.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594034.mp3,this implies an even stronger mystical bond,This implies an even stronger mystical bond.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608126.mp3,they had steel barrels and odium alloy heads,They had steel barrels and aluminium alloy heads.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39624091.mp3,carter was a registered republican who described her political views,"Carter was a registered Republican, who described her political views as libertarian."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747372.mp3,the man was albert ironstein,The man was Albert Einstein.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747376.mp3,he was also part of the calico union mining company,He was also part of the Calico Union Mining Company.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594803.mp3,during this time constantine's first campaign took place under the leadership of,"During this time, Konstantin's first campaign took place under the leadership of Suvorov."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596763.mp3,this mastered in a binding of eggs is said to shadow the altar,"This nested, inner binding of x is said to ""shadow"" the outer binding."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39597230.mp3,thirteen fives red and white,There are two types: red and white.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39848686.mp3,it was a racing debt was sympathy of moving this pleasure,It also raised the possibility of moving the station.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39848696.mp3,he moved to milon where he looked at career the lesser,He moved to Milan where he worked at Corriere della Sera.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868658.mp3,as to place is also sometimes used for the neighbourhood around the street,Astor Place is also sometimes used for the neighborhood around the street.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868723.mp3,the mannabber is fought against the moslems,The Manobos fought against the Muslims.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674207.mp3,the party was lined with the historic federal conservative party,The party was aligned with the historic federal Conservative party.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674228.mp3,chief of police hinds ordered police to interview the garry woman,Chief of Police Heinz ordered police to interview the Gary woman.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674229.mp3,further both programmes have to consent to such competitions,"Further, both programs have to consent to such competitions."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587078.mp3,the regiments skirmished with the austrian troops but were sawed,The regiments skirmished with the Austrian troops but were sorely defeated.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748088.mp3,she also had several periodical articles published during the same time,She also had several periodical articles published during the same time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748089.mp3,the programme is now hosted by the charles cocke institute,The program is now hosted by the Charles Koch Institute.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748090.mp3,for cairo objects it is the same as the false,For chiral objects it is the same as the full symmetry group.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058405.mp3,that he is presumed to be a prostitute with whom swift had consorted in dublin,Betty is presumed to be a prostitute with whom Swift had consorted in Dublin.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058417.mp3,after the incident she took a break from twitter,"After the incident, she took a break from Twitter."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058420.mp3,the same applied to catholic monasteries,The same applied to Catholic monasteries.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058421.mp3,consuming large quantities of hell bore plants can be fatal,Consuming large quantities of hellebore plants can be fatal.
